_id,body_color,body_status,body_type,brand,engine,fuel_consumption,fuel_type,mileage,model,price,volume,year
62c022685ac6166d04f2a1dc,آبی,چند لکه رنگ,suv,nissan,6 سیلندر P40 کاربراتوری ,17,دوگانه سوز,350000,patrol4doorir,290000000,4,1996
62c020435ac6166d04f27702,سرمه ای,دور رنگ,suv,nissan,6 سیلندر P40 کاربراتوری ,17,دوگانه سوز,465000,patrol4doorir,320000000,4,1996
62c020655ac6166d04f279bd,پوست پیازی,دور رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,250000,405,73000000,1.8,1997
62c023855ac6166d04f2b7fd,سرمه ای,دور رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,280000,patrol2doorir,190000000,2.4,1997
62c023625ac6166d04f2b524,سبز,دو لکه رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,دوگانه سوز,400000,patrol2doorir,215000000,2.4,1997
62c021885ac6166d04f291b0,مشکی,دور رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,211000,patrol2doorir,220000000,2.4,1997
62c023045ac6166d04f2ada7,مشکی,دور رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,250000,patrol2doorir,220000000,2.4,1997
62c0222b5ac6166d04f29de3,سفید,دور رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,دوگانه سوز,280000,patrol2doorir,225000000,2.4,1997
62c021985ac6166d04f292e7,سفید,دو لکه رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,دوگانه سوز,289000,patrol2doorir,245000000,2.4,1997
62c021605ac6166d04f28e65,مشکی,دور رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,دوگانه سوز,200000,patrol2doorir,255000000,2.4,1997
62c022d65ac6166d04f2a9e1,بژ,دور رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,300000,patrol2doorir,260000000,2.4,1997
62c022995ac6166d04f2a52b,سبز,چند لکه رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,85000,patrol2doorir,270000000,2.4,1997
62c022125ac6166d04f29c1e,سرمه ای,دور رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,150000,patrol2doorir,275000000,2.4,1997
62c022015ac6166d04f29aeb,بژ,دور رنگ,suv,nissan,6 سیلندر P40 کاربراتوری ,17,دوگانه سوز,350000,patrol4doorir,235000000,4,1997
62c022355ac6166d04f29e77,نقره ای,یک لکه رنگ,suv,nissan,6 سیلندر P40 کاربراتوری ,17,بنزینی,300000,patrol4doorir,315000000,4,1997
62c0239d5ac6166d04f2b9c4,خاکستری,دور رنگ,passenger_car,daewoo,4 سیلندر MPFI ,6.3,بنزینی,300000,cielo,75000000,1.5,1998
62c0238f5ac6166d04f2b8c1,یشمی,دور رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,260000,405,73000000,1.8,1998
62c0215b5ac6166d04f28e26,مشکی,دور رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,200000,patrol2doorir,180000000,2.4,1998
62c022655ac6166d04f2a1a8,سبز,دور رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,15,دوگانه سوز,350000,patrol4doorir,200000000,2.4,1998
62c022985ac6166d04f2a50b,سرمه ای,دور رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,237000,patrol2doorir,210000000,2.4,1998
62c021ba5ac6166d04f29592,سبز,یک لکه رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,دوگانه سوز,366000,patrol2doorir,210000000,2.4,1998
62c023505ac6166d04f2b3a3,طوسی,دور رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,500000,patrol2doorir,210000000,2.4,1998
62c022955ac6166d04f2a4c1,مشکی,چند لکه رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,دوگانه سوز,250000,patrol2doorir,215000000,2.4,1998
62c020c85ac6166d04f28264,مشکی,دور رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,114000,patrol2doorir,230000000,2.4,1998
62c021dc5ac6166d04f29853,سبز,چند لکه رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,245000,patrol2doorir,240000000,2.4,1998
62c021c85ac6166d04f296a9,سبز,دور رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,دوگانه سوز,260000,patrol2doorir,245000000,2.4,1998
62c022ff5ac6166d04f2ad3d,یشمی,کامل رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,270000,patrol2doorir,250000000,2.4,1998
62c0221f5ac6166d04f29d01,سبز,چند لکه رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,280000,patrol2doorir,250000000,2.4,1998
62c023a25ac6166d04f2ba2d,بژ,دور رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,155000,patrol2doorir,260000000,2.4,1998
62c0227a5ac6166d04f2a2b1,مشکی,چند لکه رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,360000,patrol2doorir,260000000,2.4,1998
62c021475ac6166d04f28c9a,آبی,چند لکه رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,400000,patrol2doorir,260000000,2.4,1998
62c0214c5ac6166d04f28cf7,مشکی,صافکاری بدون رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,250000,patrol2doorir,270000000,2.4,1998
62c0239f5ac6166d04f2ba01,مشکی,بدون رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,157000,patrol2doorir,300000000,2.4,1998
62c022e85ac6166d04f2ab63,مشکی,چند لکه رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,210000,patrol2doorir,300000000,2.4,1998
62c0229b5ac6166d04f2a536,بژ,دور رنگ,suv,nissan,6 سیلندر P40 کاربراتوری ,17,دوگانه سوز,265000,patrol4doorir,195000000,4,1998
62c022f75ac6166d04f2ac8d,آلبالویی,دور رنگ,passenger_car,daewoo,4 سیلندر MPFI ,6.3,بنزینی,420000,cielo,75000000,1.5,1999
62c022505ac6166d04f2a053,سفید,کامل رنگ,passenger_car,peykan,4 سیلندر خطی با سرسیلندر چدنی ,10.9,بنزینی,178000,sedan,17000000,1.6,1999
62c0238f5ac6166d04f2b8b4,سفید,بدون رنگ,pickup,peykan,4 سیلندر OHV2 ,9,بنزینی,100000,pickup,65000000,1.7,1999
62c020715ac6166d04f27ad6,سفید,بدون رنگ,pickup,peykan,4 سیلندر OHV2 ,9,بنزینی,188000,pickup,70000000,1.7,1999
62c023685ac6166d04f2b5b1,مشکی,بدون رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,15,بنزینی,150000,patrol4doorir,250000000,2.4,1999
62c023045ac6166d04f2adbe,مشکی,دور رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,576000,patrol2doorir,265000000,2.4,1999
62c0205f5ac6166d04f2794a,مشکی,دور رنگ,hatchback,daewoo,3 سیلندر MPFI ,6.3,بنزینی,200000,matiz,45000000,0.8,2000
62c0212c5ac6166d04f28ac5,مشکی,دور رنگ,hatchback,daewoo,3 سیلندر MPFI ,6.3,بنزینی,200000,matiz,45000000,0.8,2000
62c021795ac6166d04f29077,سبز,چند لکه رنگ,hatchback,daewoo,3 سیلندر MPFI ,6.3,بنزینی,280000,matiz,55000000,0.8,2000
62c021ee5ac6166d04f299b4,بژ,دور رنگ,hatchback,daewoo,3 سیلندر MPFI ,6.3,بنزینی,245000,matiz,63000000,0.8,2000
62c022655ac6166d04f2a19a,مسی,چند لکه رنگ,hatchback,daewoo,3 سیلندر MPFI ,6.3,بنزینی,300000,matiz,64000000,0.8,2000
62c020d75ac6166d04f283d6,پوست پیازی,دور رنگ,hatchback,daewoo,3 سیلندر MPFI ,6.3,بنزینی,150000,matiz,75000000,0.8,2000
62c0235a5ac6166d04f2b479,قرمز,یک درب رنگ,hatchback,daewoo,3 سیلندر MPFI ,6.3,بنزینی,270000,matiz,80000000,0.8,2000
62c0207f5ac6166d04f27bfb,نوک مدادی,چند لکه رنگ,passenger_car,daewoo,4 سیلندر MPFI ,6.3,بنزینی,100000,cielo,70000000,1.5,2000
62c021315ac6166d04f28b1b,نوک مدادی,دور رنگ,passenger_car,daewoo,4 سیلندر MPFI ,6.3,بنزینی,300000,cielo,80000000,1.5,2000
62c022845ac6166d04f2a340,بژ,دور رنگ,passenger_car,daewoo,4 سیلندر MPFI ,6.3,بنزینی,452000,cielo,90000000,1.5,2000
62c021d35ac6166d04f297aa,بژ,چند لکه رنگ,passenger_car,daewoo,4 سیلندر MPFI ,6.3,بنزینی,188000,cielo,92000000,1.5,2000
62c022fc5ac6166d04f2acf1,بژ,یک لکه رنگ,passenger_car,daewoo,4 سیلندر MPFI ,6.3,بنزینی,220000,cielo,97000000,1.5,2000
62c022c45ac6166d04f2a887,سفید,دور رنگ,passenger_car,peykan,4 سیلندر خطی با سرسیلندر چدنی ,10.9,بنزینی,1000,sedan,32000000,1.6,2000
62c020f65ac6166d04f28665,یشمی,صافکاری بدون رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,216000,405,60000000,1.8,2000
62c0221c5ac6166d04f29cce,سبز,بدون رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,15,بنزینی,250000,patrol4doorir,290000000,2.4,2000
62c022ad5ac6166d04f2a69c,طلائی,چند لکه رنگ,hatchback,daewoo,3 سیلندر MPFI ,6.3,بنزینی,355000,matiz,55000000,0.8,2001
62c020ae5ac6166d04f28055,نقره ای,چند لکه رنگ,hatchback,daewoo,3 سیلندر MPFI ,6.3,بنزینی,260000,matiz,58000000,0.8,2001
62c021d55ac6166d04f297d2,نقره ای,چند لکه رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,370000,206ir,90000000,1.4,2001
62c021d75ac6166d04f297e4,مشکی,کامل رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,400000,206ir,90000000,1.4,2001
62c0229d5ac6166d04f2a556,نقره ای,چند لکه رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,300000,206ir,92000000,1.4,2001
62c021835ac6166d04f2912e,مشکی,دور رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,499000,206ir,93000000,1.4,2001
62c0224a5ac6166d04f29fe3,بژ,دور رنگ,passenger_car,daewoo,4 سیلندر MPFI ,6.3,بنزینی,280000,cielo,70000000,1.5,2001
62c020a45ac6166d04f27f64,بژ,دور رنگ,passenger_car,daewoo,4 سیلندر MPFI ,6.3,بنزینی,225000,cielo,89000000,1.5,2001
62c0233c5ac6166d04f2b218,سفید,گلگیر رنگ,passenger_car,daewoo,4 سیلندر MPFI ,6.3,بنزینی,220000,cielo,115000000,1.5,2001
62c022bc5ac6166d04f2a7e4,سفید,بدون رنگ,pickup,peykan,4 سیلندر OHVG2 دوگانه سوز ,9,دوگانه سوز,250000,pickup,84000000,1.7,2001
62c023b35ac6166d04f2bb97,یشمی,بدون رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,300000,405,70000000,1.8,2001
62c022c35ac6166d04f2a865,یشمی,بدون رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,286000,405,75000000,1.8,2001
62c0211a5ac6166d04f28927,عنابی,صافکاری بدون رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,150000,405,85000000,1.8,2001
62c020935ac6166d04f27dc7,مشکی,دو لکه رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,100000,pars,90000000,1.8,2001
62c021b65ac6166d04f29539,یشمی,بدون رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,180000,pars,110000000,1.8,2001
62c0215b5ac6166d04f28e30,نقره ای,چند لکه رنگ,passenger_car,citroen,4 سیلندر XU7 ,8.7,بنزینی,290000,xantia,160000000,1.8,2001
62c022fe5ac6166d04f2ad13,مشکی,دور رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,دوگانه سوز,280000,patrol2doorir,190000000,2.4,2001
62c022ec5ac6166d04f2aba3,سبز,بدون رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,167000,patrol2doorir,280000000,2.4,2001
62c020a65ac6166d04f27fb0,یشمی,بدون رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,167000,patrol2doorir,280000000,2.4,2001
62c022335ac6166d04f29e4c,مشکی,دور رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,دوگانه سوز,289000,patrol2doorir,290000000,2.4,2001
62c021d25ac6166d04f29796,بژ,دور رنگ,hatchback,daewoo,3 سیلندر MPFI ,6.3,بنزینی,300000,matiz,30000000,0.8,2002
62c021675ac6166d04f28ef6,بژ,دور رنگ,hatchback,daewoo,3 سیلندر MPFI ,6.3,بنزینی,260000,matiz,52000000,0.8,2002
62c0236c5ac6166d04f2b601,بژ,چند لکه رنگ,hatchback,daewoo,3 سیلندر MPFI ,6.3,بنزینی,153000,matiz,60000000,0.8,2002
62c0211b5ac6166d04f28949,سفید,چند لکه رنگ,hatchback,daewoo,3 سیلندر MPFI ,6.3,بنزینی,160000,matiz,60000000,0.8,2002
62c022545ac6166d04f2a084,بژ,چند لکه رنگ,hatchback,daewoo,3 سیلندر MPFI ,6.3,بنزینی,330000,matiz,73000000,0.8,2002
62c0202e5ac6166d04f2752d,یشمی,کامل رنگ,hatchback,daewoo,3 سیلندر MPFI ,6.3,بنزینی,160000,matiz,88000000,0.8,2002
62c022915ac6166d04f2a47c,طلائی,بدون رنگ,hatchback,daewoo,3 سیلندر MPFI ,6.3,بنزینی,180000,matiz,100000000,0.8,2002
62c0227a5ac6166d04f2a2af,سبز,بدون رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,1000,206ir,60000000,1.4,2002
62c023775ac6166d04f2b6e4,یشمی,دور رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,540000,206ir,85000000,1.4,2002
62c023085ac6166d04f2ae00,آلبالویی,گلگیر رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,360000,206ir,90000000,1.4,2002
62c021735ac6166d04f28ffc,آبی,چند لکه رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,400000,206ir,93000000,1.4,2002
62c020a35ac6166d04f27f50,مشکی,کاپوت رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,210000,206ir,98000000,1.4,2002
62c021085ac6166d04f287d0,مشکی,چند لکه رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,280000,206ir,100000000,1.4,2002
62c022b95ac6166d04f2a78b,مشکی,گلگیر رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,285000,206ir,108000000,1.4,2002
62c021a45ac6166d04f293c0,بژ,دور رنگ,passenger_car,daewoo,4 سیلندر MPFI ,6.3,بنزینی,280000,cielo,95000000,1.5,2002
62c0236e5ac6166d04f2b64c,مشکی,دو لکه رنگ,passenger_car,daewoo,4 سیلندر MPFI ,6.3,بنزینی,275000,cielo,105000000,1.5,2002
62c023455ac6166d04f2b2d7,بژ,چند لکه رنگ,passenger_car,daewoo,4 سیلندر MPFI ,6.3,بنزینی,270000,cielo,106000000,1.5,2002
62c021465ac6166d04f28c7d,مشکی,چند لکه رنگ,passenger_car,daewoo,4 سیلندر MPFI ,6.3,بنزینی,251000,cielo,120000000,1.5,2002
62c021845ac6166d04f29151,بژ,بدون رنگ,passenger_car,daewoo,4 سیلندر MPFI ,6.3,بنزینی,330000,cielo,120000000,1.5,2002
62c023595ac6166d04f2b45e,سفید,گلگیر تعویض,passenger_car,daewoo,4 سیلندر MPFI ,6.3,بنزینی,460000,cielo,122000000,1.5,2002
62c0232d5ac6166d04f2b0cc,خاکستری,دو درب رنگ,passenger_car,daewoo,4 سیلندر MPFI ,6.3,بنزینی,253500,cielo,125000000,1.5,2002
62c022605ac6166d04f2a15c,مشکی,صافکاری بدون رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,200000,405,80000000,1.8,2002
62c023495ac6166d04f2b308,مشکی,بدون رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,200000,405,85000000,1.8,2002
62c021b35ac6166d04f294ed,عنابی,بدون رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,300000,405,90000000,1.8,2002
62c021de5ac6166d04f29886,مشکی,چند لکه رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,300000,pars,96000000,1.8,2002
62c021c45ac6166d04f2966c,نقره ای,دور رنگ,passenger_car,peugeot,4 سیلندر XU7 دوگانه سوز ,9.5,دوگانه سوز,460000,pars,110000000,1.8,2002
62c0232e5ac6166d04f2b0ff,ذغالی,دور رنگ,passenger_car,citroen,4 سیلندر XU7 ,8.7,بنزینی,370000,xantia,140000000,1.8,2002
62c020a05ac6166d04f27f06,ذغالی,بدون رنگ,passenger_car,citroen,4 سیلندر XU7 ,8.7,بنزینی,271000,xantia,210000000,1.8,2002
62c0225b5ac6166d04f2a0f9,مشکی,دور رنگ,passenger_car,citroen,4 سیلندر XU10 ,7,بنزینی,200000,xantia,155000000,2,2002
62c021315ac6166d04f28b24,بژ,دور رنگ,passenger_car,nissan,6 سیلندر ,10.7,بنزینی,316000,maximair,375000000,3,2002
62c020425ac6166d04f276e1,بنفش,بدون رنگ,hatchback,daewoo,3 سیلندر MPFI ,6.3,بنزینی,176000,matiz,82000000,0.8,2003
62c020bc5ac6166d04f28183,سفید,چند لکه رنگ,passenger_car,pride,4 سیلندر یورو3 ,6.7,بنزینی,130000,141,60000000,1.3,2003
62c022965ac6166d04f2a4f0,سبز,کامل رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,75000,206ir,38000000,1.4,2003
62c023345ac6166d04f2b177,قرمز,چند لکه رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,270000,206ir,82000000,1.4,2003
62c0207a5ac6166d04f27b8f,یشمی,چند لکه رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,300000,206ir,85000000,1.4,2003
62c023125ac6166d04f2aec8,بژ,چند لکه رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,285000,206ir,90000000,1.4,2003
62c023955ac6166d04f2b921,مشکی,دور رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,295000,206ir,91000000,1.4,2003
62c0224d5ac6166d04f2a00a,یشمی,یک درب رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,200000,206ir,95000000,1.4,2003
62c0208a5ac6166d04f27d0f,مشکی,کامل رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,400000,206ir,96000000,1.4,2003
62c022195ac6166d04f29c85,مشکی,کاپوت تعویض,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,300000,206ir,99000000,1.4,2003
62c020955ac6166d04f27df2,بژ,درب تعویض,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,270000,206ir,100000000,1.4,2003
62c023325ac6166d04f2b149,بژ,گلگیر رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,317000,206ir,100000000,1.4,2003
62c021f75ac6166d04f29a40,آلبالویی,چند لکه رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,300000,206ir,102000000,1.4,2003
62c020875ac6166d04f27cd4,آلبالویی,دو لکه رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,283000,206ir,106000000,1.4,2003
62c020355ac6166d04f275c4,بژ,دور رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,260000,206ir,108000000,1.4,2003
62c020705ac6166d04f27ab8,بژ,دور رنگ,passenger_car,daewoo,4 سیلندر MPFI ,6.3,بنزینی,300000,cielo,102000000,1.5,2003
62c023385ac6166d04f2b1c0,بژ,دور رنگ,passenger_car,daewoo,4 سیلندر MPFI ,6.3,بنزینی,300000,cielo,125000000,1.5,2003
62c023565ac6166d04f2b420,سفید,یک لکه رنگ,passenger_car,peykan,4 سیلندر خطی با سرسیلندر چدنی ,10.9,بنزینی,163000,sedan,57000000,1.6,2003
62c020785ac6166d04f27b67,نوک مدادی,دور رنگ,passenger_car,mazda,4 سیلندر ,7.5,بنزینی,210000,323,205000000,1.6,2003
62c021775ac6166d04f2905b,پوست پیازی,دور رنگ,passenger_car,mazda,4 سیلندر ,7.5,بنزینی,284000,323,230000000,1.6,2003
62c0211c5ac6166d04f28951,سفید,دور رنگ,pickup,peykan,4 سیلندر OHVG2 دوگانه سوز ,9,دوگانه سوز,400000,pickup,68000000,1.7,2003
62c020af5ac6166d04f28078,سفید,چند لکه رنگ,pickup,peykan,4 سیلندر OHVG2 دوگانه سوز ,9,دوگانه سوز,340000,pickup,70000000,1.7,2003
62c0229b5ac6166d04f2a54c,سفید,بدون رنگ,pickup,peykan,4 سیلندر OHVG2 دوگانه سوز ,9,دوگانه سوز,260000,pickup,80000000,1.7,2003
62c020675ac6166d04f279d8,مشکی,تصادفی,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,260000,405,42000000,1.8,2003
62c020e05ac6166d04f284b0,نوک مدادی,دور رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,250000,405,70000000,1.8,2003
62c0221b5ac6166d04f29cbe,مشکی,گلگیر تعویض,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,400000,405,78000000,1.8,2003
62c021b15ac6166d04f294d8,مشکی,کاپوت تعویض,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,127000,405,85000000,1.8,2003
62c020e45ac6166d04f28514,نقره ای,کاپوت تعویض,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,394000,pars,105000000,1.8,2003
62c021ab5ac6166d04f2946e,بژ,صافکاری بدون رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,240000,pars,120000000,1.8,2003
62c020985ac6166d04f27e5f,سرمه ای,دور رنگ,passenger_car,citroen,4 سیلندر XU7 ,8.7,بنزینی,220000,xantia,145000000,1.8,2003
62c021425ac6166d04f28c31,نقره ای,دو لکه رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,23000,pars,195000000,1.8,2003
62c022625ac6166d04f2a173,سرمه ای,دور رنگ,passenger_car,citroen,4 سیلندر XU10 ,7,بنزینی,246000,xantia,140000000,2,2003
62c0235b5ac6166d04f2b491,مشکی,یک لکه رنگ,suv,nissan,4 سیلندر Z24 کاربراتوری ,14,بنزینی,100000,patrol2doorir,280000000,2.4,2003
62c021235ac6166d04f28a10,نوک مدادی,دور رنگ,suv,nissan,4 سیلندر ,13,بنزینی,400000,roniz,450000000,2.4,2003
62c021675ac6166d04f28ef3,مشکی,چند لکه رنگ,suv,nissan,4 سیلندر ,13,بنزینی,380000,roniz,470000000,2.4,2003
62c0203d5ac6166d04f27689,مشکی,دو لکه رنگ,suv,nissan,4 سیلندر ,13,بنزینی,290000,roniz,680000000,2.4,2003
62c0229f5ac6166d04f2a571,سفید,بدون رنگ,passenger_car,nissan,6 سیلندر ,10.7,بنزینی,200000,maximair,300000000,3,2003
62c0231b5ac6166d04f2af97,سرمه ای,چند لکه رنگ,passenger_car,nissan,6 سیلندر ,10.3,بنزینی,390000,maximair,345000000,3,2003
62c021205ac6166d04f289b9,نقره ای,چند لکه رنگ,passenger_car,nissan,6 سیلندر ,10.7,بنزینی,270000,maximair,478000000,3,2003
62c0218b5ac6166d04f291d9,بژ,چند لکه رنگ,passenger_car,nissan,6 سیلندر ,10.7,بنزینی,260000,maximair,500000000,3,2003
62c0224a5ac6166d04f29fe7,سفید,چند لکه رنگ,passenger_car,pride,4 سیلندر یورو3 ,6.7,بنزینی,400000,141,62000000,1.3,2004
62c022f35ac6166d04f2ac4e,بژ,کامل رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,312000,206ir,80000000,1.4,2004
62c021495ac6166d04f28cb3,نقرآبی,دور رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,280000,206ir,91000000,1.4,2004
62c022085ac6166d04f29b61,نقره ای,دو لکه رنگ,hatchback,peugeot,4 سیلندر TU3 ,6.4,بنزینی,320000,206ir,98000000,1.4,2004
